# Метеостанция Черняховск, Россия, WMO_ID=26711, выборка с 21.05.2024 по 27.05.2025, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26711&lang=ru
#
"Местное время в Черняховске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.11.2024 09:00";"3.7";"766.0";"";"";"81";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.11.2024 08:00";"2.9";"767.0";"";"";"88";"Ветер, дующий с юго-запада";"3";"6";"";"100%.";" ";"";"";"-0.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"03.11.2024 06:00";"1.8";"768.0";"";"";"92";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.11.2024 05:00";"2.1";"768.0";"";"";"91";"Ветер, дующий с юго-запада";"1";"5";"";"";" ";"";"";"-0.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"03.11.2024 03:00";"1.7";"769.0";"";"";"92";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.11.2024 02:00";"1.4";"769.0";"";"";"92";"Ветер, дующий с юга";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.11.2024 00:00";"1.0";"769.0";"";"";"92";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 23:00";"1.4";"769.0";"";"";"91";"Ветер, дующий с юго-запада";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 21:00";"3.0";"769.0";"";"";"82";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 20:00";"2.9";"768.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"40%.";" ";"";"";"";"8.6";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"02.11.2024 18:00";"4.2";"768.0";"";"";"69";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 17:00";"5.7";"767.0";"";"";"63";"Ветер, дующий с северо-запада";"3";"12";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"02.11.2024 15:00";"7.8";"766.0";"";"";"51";"Ветер, дующий с северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 14:00";"8.1";"765.0";"";"";"54";"Ветер, дующий с северо-запада";"6";"13";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 12:00";"8.2";"764.0";"";"";"51";"Ветер, дующий с северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 11:00";"8.0";"763.0";"";"";"56";"Ветер, дующий с северо-запада";"6";"11";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 09:00";"6.1";"761.0";"";"";"64";"Ветер, дующий с северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 08:00";"5.4";"760.0";"";"";"67";"Ветер, дующий с северо-запада";"4";"12";"";"20–30%.";" ";"";"";"5.2";"";"";"";"";"";"";"20.0";"";"0.9";"12";"";"";"";"";
"02.11.2024 06:00";"5.6";"758.0";"";"";"56";"Ветер, дующий с северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 05:00";"6.1";"758.0";"";"";"54";"Ветер, дующий с северо-запада";"6";"12";"";"";" ";"";"";"5.6";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"02.11.2024 03:00";"5.6";"756.0";"";"";"71";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 02:00";"6.7";"755.0";"";"";"83";"Ветер, дующий с северо-запада";"3";"15";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.11.2024 00:00";"8.7";"754.0";"";"";"77";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 23:00";"9.0";"753.0";"";"";"89";"Ветер, дующий с северо-запада";"5";"14";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 21:00";"12.4";"751.0";"";"";"85";"Ветер, дующий с северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 20:00";"12.2";"751.0";"";"";"96";"Ветер, дующий с запада";"6";"17";"";"100%.";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"15.0";"";"";"";"";"";"2.0";"";"2.0";"12";"";"";"";"";
"01.11.2024 18:00";"13.9";"751.0";"";"";"83";"Ветер, дующий с запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 17:00";"14.1";"751.0";"";"";"82";"Ветер, дующий с запада";"7";"17";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"01.11.2024 15:00";"14.8";"751.0";"";"";"78";"Ветер, дующий с запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 14:00";"14.8";"751.0";"";"";"80";"Ветер, дующий с запада";"6";"17";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 12:00";"14.2";"751.0";"";"";"80";"Ветер, дующий с запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 11:00";"13.6";"751.0";"";"";"80";"Ветер, дующий с запада";"5";"15";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 09:00";"13.1";"752.0";"";"";"80";"Ветер, дующий с запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 08:00";"13.0";"752.0";"";"";"81";"Ветер, дующий с запада";"7";"15";"";"100%.";" ";"";"";"9.9";"";"";"";"";"";"";"20.0";"";"2.0";"12";"";"";"";"";
"01.11.2024 06:00";"12.7";"753.0";"";"";"85";"Ветер, дующий с запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 05:00";"12.5";"753.0";"";"";"85";"Ветер, дующий с запада";"6";"14";"";"";" ";"";"";"9.9";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"01.11.2024 03:00";"12.0";"754.0";"";"";"90";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 02:00";"11.9";"755.0";"";"";"92";"Ветер, дующий с запада";"5";"13";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.11.2024 00:00";"11.0";"755.0";"";"";"95";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 23:00";"10.6";"756.0";"";"";"99";"Ветер, дующий с запада";"4";"10";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 21:00";"10.0";"757.0";"";"";"95";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 20:00";"10.7";"757.0";"";"";"85";"Ветер, дующий с юго-запада";"4";"10";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"";"";"";"11.0";"";"";"";"";"";"4.0";"";"Следы осадков";"12";"";"";"";"";
"31.10.2024 18:00";"10.4";"758.0";"";"";"87";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 17:00";"10.8";"759.0";"";"";"82";"Ветер, дующий с юго-запада";"3";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"31.10.2024 15:00";"10.8";"760.0";"";"";"83";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 14:00";"10.4";"760.0";"";"";"88";"Ветер, дующий с запада";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 12:00";"10.3";"761.0";"";"";"90";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 11:00";"9.8";"762.0";"";"";"94";"Ветер, дующий с юго-запада";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 09:00";"8.4";"762.0";"";"";"97";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 08:00";"8.1";"761.7";"764.6";"-0.3";"97";"Ветер, дующий с юго-запада";"2";"3";"4";"100%.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"6.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"7.7";"Следы осадков";"12";"Поверхность почвы влажная.";"5.0";"";"";
"31.10.2024 06:00";"7.6";"762.0";"";"";"96";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 05:00";"7.6";"762.0";"";"";"97";"Ветер, дующий с запада";"1";"4";"";"";" ";"";"";"6.9";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"31.10.2024 04:00";"7.6";"762.0";"";"";"97";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 03:00";"7.2";"762.0";"";"";"99";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 02:00";"8.3";"761.0";"";"";"95";"Ветер, дующий с запада";"1";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.10.2024 00:00";"8.8";"761.0";"";"";"95";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 23:00";"9.9";"760.0";"";"";"93";"Ветер, дующий с запада";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 21:00";"9.8";"761.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 20:00";"10.6";"760.0";"";"";"87";"Ветер, дующий с запада";"3";"9";"";"100%.";"Дымка. ";"";"";"";"13.1";"";"";"";"";"";"4.0";"";"2.0";"12";"";"";"";"";
"30.10.2024 18:00";"10.7";"760.0";"";"";"92";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 17:00";"10.8";"760.0";"";"";"97";"Ветер, дующий с запада";"3";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"30.10.2024 15:00";"12.0";"760.0";"";"";"95";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 14:00";"12.1";"760.0";"";"";"97";"Ветер, дующий с запада";"4";"11";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 12:00";"12.7";"760.0";"";"";"94";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 11:00";"13.1";"760.0";"";"";"97";"Ветер, дующий с запада";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 09:00";"12.8";"760.0";"";"";"97";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 08:00";"12.7";"759.9";"762.7";"-1.1";"97";"Ветер, дующий с юго-запада";"2";"6";"7";"100%.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"10.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"12.3";"0.3";"12";"Поверхность почвы влажная.";"10.0";"";"";
"30.10.2024 06:00";"12.6";"760.0";"";"";"97";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 05:00";"12.6";"761.0";"";"";"99";"Ветер, дующий с юго-запада";"2";"6";"";"";" ";"";"";"10.1";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"30.10.2024 03:00";"12.3";"761.0";"";"";"100";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 02:00";"12.1";"761.0";"";"";"100";"Ветер, дующий с юго-запада";"2";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.10.2024 00:00";"11.3";"762.0";"";"";"100";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 23:00";"10.9";"762.0";"";"";"100";"Ветер, дующий с юга";"2";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 21:00";"10.9";"763.0";"";"";"94";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 20:00";"10.7";"763.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"";"";"";"13.6";"";"";"";"";"";"4.0";"";"Осадков нет";"12";"";"";"";"";
"29.10.2024 18:00";"10.8";"764.0";"";"";"89";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 17:00";"11.9";"764.0";"";"";"82";"Ветер, дующий с юга";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.10.2024 15:00";"12.7";"764.0";"";"";"75";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 14:00";"13.3";"764.0";"";"";"71";"Ветер, дующий с юго-запада";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 12:00";"12.9";"765.0";"";"";"79";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 11:00";"11.8";"765.0";"";"";"90";"Ветер, дующий с северо-запада";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 09:00";"9.1";"764.0";"";"";"100";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 08:00";"8.3";"764.1";"767.0";"1.1";"100";"Ветер, дующий с юго-юго-запада";"1";"3";"4";"90  или более, но не 100%";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"8.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"1.0";"8.3";"Осадков нет";"12";"Поверхность почвы влажная.";"8.0";"";"";
"29.10.2024 06:00";"8.1";"763.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 05:00";"8.2";"763.0";"";"";"99";"Ветер, дующий с юга";"1";"4";"";"";" ";"";"";"8.2";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"29.10.2024 03:00";"9.3";"763.0";"";"";"95";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 02:00";"9.3";"763.0";"";"";"96";"Ветер, дующий с юга";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.10.2024 00:00";"8.6";"763.0";"";"";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 23:00";"8.4";"763.0";"";"";"95";"Ветер, дующий с юга";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 21:00";"8.4";"763.0";"";"";"86";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 20:00";"8.6";"763.0";"";"";"83";"Ветер, дующий с юга";"1";"7";"";"100%.";" ";"";"";"";"12.3";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"28.10.2024 18:00";"8.7";"764.0";"";"";"80";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 17:00";"9.7";"764.0";"";"";"76";"Ветер, дующий с юго-запада";"2";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"28.10.2024 15:00";"11.8";"764.0";"";"";"70";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 14:00";"11.6";"764.0";"";"";"70";"Ветер, дующий с запада";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 13:00";"12.0";"765.0";"";"";"70";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 12:00";"11.6";"765.0";"";"";"71";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 11:00";"11.3";"765.0";"";"";"72";"Ветер, дующий с запада";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 09:00";"8.5";"765.0";"";"";"87";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.10.2024 08:00";"6.8";"764.2";"767.1";"1.2";"95";"Ветер, дующий с юго-запада";"1";"3";"6";"90  или более, но не 100%";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"6.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"4.0";"6.0";"Осадков нет";"12";"Поверхность почвы влажная.";"4.0";"";"";
